APMC's,Commodity,Min Price(Price in Rs.),Modal Price(Price in Rs.),Max Price(Price in Rs.)
ADONI,CASTOR SEED,5750,5950,5990
ADONI,ARHAR WHOLE / TUR (RED GRAM),5390,5390,5390
ADONI,COTTON,4590,5739,7696
ADONI,RED CHILLI-DRY,1889,2519,8300
ADONI,COTTON,4590,5739,7696
ADONI,COTTON,4590,5739,7696
ADONI,GROUND NUT,2317,4970,6610
ADONI,GROUND NUT,2317,4970,6610
ADONI,COTTON,4590,5739,7600
ADONI,GROUND NUT,2610,4970,6610
ADONI,GROUND NUT,2317,4970,6610
ADONI,CASTOR SEED,3500,5950,5990
ADONI,CASTOR SEED,3500,5950,5990
ADONI,ARHAR WHOLE / TUR (RED GRAM),5390,5390,6387
ADONI,RED CHILLI-DRY,1606,2519,10850
ANANTHAPURAMU,MOUSAMBI,300,1200,2502
DENDULURU,LEMON,3000,3500,8700
DENDULURU,LEMON,3000,5000,6000
DUGGIRALA,TURMERIC FINGER,9200,9200,9200
DUGGIRALA,TURMERIC BULB,7300,11001,11100
DUGGIRALA,TURMERIC BULB,11000,11100,11100
DUGGIRALA,TURMERIC FINGER,7300,11100,11100
ELURU,LEMON,5500,7000,7900
ELURU,LEMON,5500,7000,7900
GUNTUR,CHILLI-341,6000,14500,14500
GUNTUR,CHILLI-334 A/C,8500,8500,8500
GUNTUR,CHILLI-TEJA,3000,12300,14000
GUNTUR,CHILLI BADIGA,7000,10800,13300
GUNTUR,CHILLI-DEVANURU DELUX,7000,12500,13500
GUNTUR,CHILLI-5,8000,8000,12000
GUNTUR,CHILLI-334,7500,9500,12000
GUNTUR,CHILLI-334,6000,9000,25000
GUNTUR,CHILLI-THAALU,3500,7000,12800
GUNTUR,CHILLI-TEJA,3000,12500,14000
GUNTUR,CHILLI-DEVANURU DELUX,7000,12500,13500
GUNTUR,CHILLI-5,8000,8000,12000
GUNTUR,CHILLI-TEJA,3000,13000,14000
GUNTUR,CHILLI-THAALU,3500,7000,7000
GUNTUR,CHILLI BADIGA,7000,10800,13300
GUNTUR,CHILLI BADIGA,9300,9300,9300
GUNTUR,CHILLI TEJA A/C,13000,13000,13000
GUNTUR,CHILLI-334,6000,9000,25000
GUNTUR,CHILLI-341,6000,13000,13000
GUNTUR,CHILLI-334,6000,9000,25000
GUNTUR,CHILLI-5,8000,8000,12000
GUNTUR,CHILLI-341,6000,14500,14500
GUNTUR,CHILLI-THAALU,4500,7000,7000
GUNTUR,CHILLI BADIGA,8000,12000,12000
GUNTUR,CHILLI-273,11500,11500,12500
GUNTUR,CHILLI-TEJA,3000,12500,14000
GUNTUR,CHILLI-DEVANURU DELUX,7000,12500,13500
GUNTUR,CHILLI-341,6000,13000,13500
GUNTUR,CHILLI-341,6000,14500,14500
GUNTUR,CHILLI-THAALU,3500,7000,12800
GUNTUR,CHILLI-DEVANURU DELUX,7000,12500,13500
GUNTUR,CHILLI-TEJA,3000,12500,14000
GUNTUR,CHILLI-THAALU,3500,7000,11000
GUNTUR,CHILLI BADIGA,7000,10800,13300
GUNTUR,CHILLI-273,11500,11500,12500
GUNTUR,CHILLI-334,8500,9500,9800
GUNTUR,CHILLI-273,11500,11500,12500
GURRAMKONDA,TOMATO,800,840,880
HINDUPUR,TAMARIND FLOWER,4500,6500,12600
HINDUPUR,TAMARIND FLOWER,4500,11000,12600
HINDUPUR,RED CHILLI-DRY,7500,13500,15400
HINDUPUR,RED CHILLI-DRY,7500,12500,13500
HINDUPUR,TAMARIND FLOWER,5000,7500,11560
HINDUPUR,RED CHILLI-DRY,10000,13500,13500
HINDUPUR,TAMARIND KARPULI,8000,14500,22300
HINDUPUR,TAMARIND KARPULI,8000,14500,20000
HINDUPUR,TAMARIND FLOWER,10000,10000,11000
HINDUPUR,TAMARIND KARPULI,10500,14500,19800
KADAPA,TURMERIC FINGER,8559,10562,11119
KADAPA,GROUND NUT,6399,6399,6399
KADAPA,TURMERIC FINGER,8559,10562,11119
KADAPA,TURMERIC FINGER,10372,10672,10672
KADAPA,TURMERIC BULB,9125,9715,10789
KADAPA,TURMERIC BULB,9125,9812,10789
KADAPA,TURMERIC BULB,9125,9812,10789
KADAPA,TURMERIC BULB,10242,10242,10512
KADAPA,GROUND NUT,3547,6120,6399
KADAPA,TURMERIC FINGER,8559,10412,11119
KALIKIRI,TOMATO,780,930,1000
Kalyandurg,TAMARIND KARPULI,16000,18000,21500
Kalyandurg,TAMARIND FLOWER,7000,9000,12000
KURNOOL,SUN FLOWER SEEDS,4609,4609,5019
KURNOOL,CHANA (BENGAL GRAM),4067,5429,5541
KURNOOL,REDGRAM-RED,2900,6809,7108
KURNOOL,GROUND NUT,4959,4959,4959
KURNOOL,AJWAIN,1206,10506,21800
KURNOOL,URAD (BLACK GRAM),6769,7349,7509
KURNOOL,REDGRAM-RED,6296,6296,6296
KURNOOL,CHILLI-DEVANURU DELUX,7679,7679,7679
KURNOOL,AJWAIN HUSK,806,806,806
KURNOOL,URAD (BLACK GRAM),6769,7352,7509
KURNOOL,CHILLI-TEJA,1060,10000,10334
KURNOOL,CHILLI-SUPER10,5890,6490,6490
KURNOOL,RED CHILLI-DRY,2649,6600,10800
KURNOOL,CHILLI-THAALU,1299,3200,5699
KURNOOL,MAIZE,1609,2153,2200
KURNOOL,ONION,612,1159,1472
KURNOOL,MAIZE,1609,2153,2163
KURNOOL,GROUND NUT,3217,5509,6471
KURNOOL,GROUND NUT,3217,5500,6471
KURNOOL,REDGRAM-RED,2900,6679,7108
KURNOOL,REDGRAM DAL,1566,2889,3289
KURNOOL,MAIZE,1659,1659,2150
KURNOOL,URAD (BLACK GRAM),5779,5779,7509
KURNOOL,CHANA (BENGAL GRAM),4989,5523,5541
KURNOOL,REDGRAM DAL,1600,2666,2666
KURNOOL,CHILLI- ARMOUR,7301,7301,7301
KURNOOL,AJWAIN,1506,10622,17717
KURNOOL,CHANA (BENGAL GRAM),5321,5321,5541
KURNOOL,CHILLI-SUPER10,4210,6800,6800
KURNOOL,CHILLI BADIGA,6300,6300,6300
KURNOOL,CHILLI-THAALU,519,3200,8229
KURNOOL,CHILLI-TEJA,7300,10334,10334
KURNOOL,AJWAIN,11662,11662,17717
KURNOOL,ONION,612,1254,1660
KURNOOL,FOX TAIL MILLET,1513,1970,2519
KURNOOL,RED CHILLI-DRY,2649,8199,10800
KURNOOL,FOX TAIL MILLET,1513,1970,2419
KURNOOL,CASTOR SEED,5670,6080,6083
KURNOOL,CASTOR SEED,5890,6083,6083
KURNOOL,REDGRAM DAL,1566,2389,3599
MADANAPALLE,TOMATO,600,800,1100
PALAMANER,GREEN CHILLI,4000,4000,4000
PALAMANER,RIDGE GOURD (TURAI),2000,2000,2000
PALAMANER,CABBAGE,1000,1000,1000
PALAMANER,BEANS -CLUSTER,3000,4000,4000
PALAMANER,POTATO,1500,2000,2000
PALAMANER,TOMATO,800,800,1000
PALAMANER,BRINJAL,1800,2000,2000
PALAMANER,CAULIFLOWER,1000,1100,1100
PIDUGURALLA,CHILLI-334,8500,10200,12000
PIDUGURALLA,CHILLI-334,8000,10200,12000
PIDUGURALLA,CHILLI-TEJA,9000,12100,13000
PIDUGURALLA,CHILLI-TEJA,9000,12500,13000
PIDUGURALLA,CHILLI-TEJA,9000,12500,13000
PIDUGURALLA,CHILLI-334,8000,10200,12000
PUNGANUR,TOMATO,940,1000,1070
RAPUR,LEMON,4890,6200,7500
RAPUR,LEMON,6200,6200,7500
RAPUR,LEMON,6200,6200,7500
RAVULAPALEM APMC,BANANA BONTHA,2100,2100,2100
RAVULAPALEM APMC,BANANA RED CHAKRAKELI,3900,3900,3900
RAVULAPALEM APMC,BANANA BHUSHAVALI,2200,2200,2200
RAVULAPALEM APMC,BANANA KARPURA,2700,2900,2900
RAVULAPALEM APMC,BANANA WHITE CHAKRAKELI ,3200,3200,3200
RAVULAPALEM APMC,BANANA AMRUTHAPANI,2900,2900,2900
TENALI,LEMON,6420,6530,8100
YEMMIGANUR,GROUND NUT,4610,5750,6209
YEMMIGANUR,CASTOR SEED,5893,5933,5953
YEMMIGANUR,TUR/ARHAR,5170,5530,6437
YEMMIGANUR,GROUND NUT,2221,6189,6309
YEMMIGANUR,URAD (BLACK GRAM),5830,5830,5830
MUNGELI,CHANA (BENGAL GRAM),5200,5200,5390
AHMEDABAD,WHEAT,1648,2347,2476
ANAND,TOMATO,350,350,370
ANAND,BOTTLE GOURD,980,980,1000
ANAND,LADY FINGER,3800,3800,4000
ANAND,BRINJAL,480,510,510
BAGASARA,COTTON,6250,7500,7504
BARDOLI APMC,BRINJAL,2100,2100,2100
BAVLA APMC,WHEAT,2020,2350,3020
BHARUCH,CHILLIES,2550,2550,2570
BHARUCH,WATER MELON,1050,1050,1050
BHARUCH,ONION,1950,1950,1960
BHARUCH,GRAPES,4050,4050,4100
BHILODA,MUSTARD,4501,4501,4501
BHILODA,WHEAT,2416,2480,2955
BILIMORA,BOTTLE GOURDE,800,800,800
BILIMORA,CABBAGE,600,750,800
BILIMORA,BEANS -CLUSTER,5000,5000,5500
BILIMORA,TOMATO,1250,1250,1250
BILIMORA,BRINJAL,1000,1200,1200
BILIMORA,CAULIFLOWER,1500,1500,2000
BILIMORA,BHINDI (LADIES FINGER),2250,2500,2500
BODELI,COTTON,7010,7360,7490
BODELI,COTTON,7010,7360,7490
CHIKHLI APMC,CHIKOOS,1895,1935,3655
CHOTILA APMC,COTTON,6500,6500,6750
CHOTILA APMC,CUMMIN,16500,17500,18500
CHOTILA APMC,WHEAT,2450,2650,2650
CHOTILA APMC,CHANA (BENGAL GRAM),4650,4850,4850
DEVGADHBARIA APMC,PADDY,1600,1600,1600
DHANERA,CASTOR SEED,6200,6315,6360
DHARI,COTTON-LOOSE,6850,7125,7125
DHARI,MUSTARD SEED,5125,5125,5125
DHARI,CHANA (BENGAL GRAM),5005,5040,8255
DHARI,FENNEL SEED,4980,4980,4980
DHARI,WHEAT,2450,2450,2450
DHARI,GROUND NUT,4555,4870,4870
DHARI,TUR/ARHAR-WHITE,5975,5975,6425
DHARI,CORIANDAR,6525,6750,6750
DHORAJI,WHEAT,2435,2435,2465
GONDAL,GROUND NUT,5210,5280,5360
HIMMATNAGAR,CHANA BENGAL GRAM-DOLLAR,8305,9055,10105
HIMMATNAGAR,WHEAT,2505,2625,3000
IDAR APMC,CHANA (BENGAL GRAM),7625,10315,10620
KHAMBHAT,WHEAT,2450,2545,2605
MAHEMDAVAD,WHEAT,2500,2500,2500
MAHUVA,ONION WHITE,2204,2306,2358
MAHUVA APMC GJ,POINTED GOURD (PARWAL),3450,3500,3500
MAHUVA APMC GJ,LADY FINGER,2500,2500,2500
MATAR APMC,WHEAT,2476,2476,2490
MEHSANA,CASTOR SEED,6005,6335,6375
MODASA,WHEAT,2875,2880,2885
NAVSARI APMC,BRINJAL,1100,1100,1100
NAVSARI APMC,BOTTLE GOURDE,1300,1300,1300
NAVSARI APMC,CAULIFLOWER,2100,2100,2100
NAVSARI APMC,CAULIFLOWER,2100,2100,2100
NAVSARI APMC,LEMON,8800,8800,8800
NAVSARI APMC,LEMON,8800,8800,8800
NAVSARI APMC,POTATO,1500,1500,1500
NAVSARI APMC,BANANA,2400,2400,2400
NAVSARI APMC,BANANA,2400,2400,2400
NAVSARI APMC,ORANGE,4800,4800,4800
NAVSARI APMC,CHILLIES,4100,4100,4100
NAVSARI APMC,GINGER,3200,3200,3200
NAVSARI APMC,CABBAGE,1100,1100,1100
NAVSARI APMC,BRINJAL,1100,1100,1100
NAVSARI APMC,BHINDI (LADIES FINGER),3400,3400,3400
NAVSARI APMC,BHINDI (LADIES FINGER),3400,3400,3400
NAVSARI APMC,TOMATO,900,900,900
NAVSARI APMC,ONION RED,1400,1400,2100
NAVSARI APMC,TOMATO,900,900,900
NAVSARI APMC,CHIKOOS,2100,2100,2100
NAVSARI APMC,CHIKOOS,2100,2100,2100
NAVSARI APMC,CHILLIES,4100,4100,4100
NIZAR,JOWAR,2100,2300,2400
NIZAR,JOWAR,2100,2300,2400
NIZAR,JOWAR,2150,2200,2300
PANTHAWADA,MUSTARD,5440,5440,5440
PAVI-JETPUR,COTTON,6500,6585,6790
RAJKOT,GROUND NUT,4650,5125,5500
RAJKOT,COTTON,5500,6000,7340
RAPAR,MUSTARD SEED,4785,4965,5150
SANAND,WHEAT,2340,2480,3075
SANAND,WHEAT,2435,2480,2960
SANAND,PADDY 6444,1700,1700,1880
SANAND,WHEAT,2380,2480,2960
SIDDHPUR,CASTOR SEED,6150,6360,6400
SIDDHPUR,CASTOR SEED,6220,6360,6400
SONGADH APMC,BHINDI (LADIES FINGER),5280,5280,6500
TARAPUR,WHEAT,2900,2900,2900
TARAPUR,PADDY PONMANI,2900,2900,2900
THARAD,CASTOR SEED,6215,6215,6350
THARAD,MUSTARD,5200,5300,5375
UNAVA APMC,COTTON,6255,7000,7665
UNAVA APMC,CASTOR SEED,6205,6400,6425
UPLETA,TUR/ARHAR-MIXED,6525,6555,6555
UPLETA,CUMMIN,19100,19100,19100
UPLETA,WHEAT,2350,2350,2380
UPLETA,CHANA (BENGAL GRAM) ,4840,4840,4840
VISNAGAR,MUSTARD,5495,5800,5910
VISNAGAR,CASTOR SEED,6200,6300,6380
WANKANER APMC,WHEAT,2317,2328,2378
WANKANER APMC,CHANA (BENGAL GRAM),4767,4790,4790
WANKANER APMC,FENNEL SEED,7624,7624,7637
WANKANER APMC,MAIZE,4176,4176,4176
WANKANER APMC,COTTON,6898,6935,6935
WANKANER APMC,CUMMIN,18341,18433,18465
ADAMPUR,AMERICAN-COTTON,6000,7200,7351
ADAMPUR,AMERICAN-COTTON,6000,7200,7351
ADAMPUR,AMERICAN-COTTON,6000,7200,7351
BARWALA HISAR,COTTON,6950,6950,6950
BARWALA HISAR,POMEGRANATE,12000,12000,12000
BARWALA HISAR,AMERICAN-COTTON,6000,6000,7291
BARWALA HISAR,FENUGREEK (HARI METHI),1000,1000,1000
BARWALA HISAR,MUSTARD,5431,5500,5600
BARWALA HISAR,POTATO,800,800,1000
BARWALA HISAR,GARLIC,6000,6000,6000
BARWALA HISAR,RADDISH,600,600,600
BARWALA HISAR,SWEET LEMON (MOSAMBI),5000,5000,5000
BARWALA HISAR,TINDA,500,500,600
BARWALA HISAR,BRINJAL,900,900,900
BARWALA HISAR,AMERICAN-COTTON,6500,7200,7291
BARWALA HISAR,CAPSICUM,1800,1800,1800
BARWALA HISAR,BANANA,4000,4000,4000
BARWALA HISAR,CAULIFLOWER,600,700,700
BARWALA HISAR,GRAPES,6000,6000,6000
BARWALA HISAR,CUCUMBER,600,600,900
BARWALA HISAR,AMERICAN-COTTON,6000,6000,7291
BARWALA HISAR,PLUM,1800,2000,2000
BARWALA HISAR,PADDY-BASMATI1121,1950,4027,4171
BARWALA HISAR,LEMON,4000,4000,4000
BARWALA HISAR,MUSTARD,5431,5500,5600
BARWALA HISAR,MUSTARD,5431,5500,5581
BARWALA HISAR,WATER MELON,2000,2000,2000
BARWALA HISAR,MUSTARD,5431,5500,5600
BARWALA HISAR,ONION,1000,1100,1100
BARWALA HISAR,PEAS GREEN ,2000,2500,2500
BARWALA HISAR,PUMPKIN,600,1000,1000
BARWALA HISAR,GINGER,5000,5000,5000
BARWALA HISAR,SPINACH (PALAK),800,800,800
BARWALA HISAR,BOTTLE GOURD,800,1000,1000
BARWALA HISAR,TOMATO,800,800,1100
BARWALA HISAR,CABBAGE,600,700,700
BARWALA HISAR,APPLE,9000,9000,9000
BARWALA HISAR,CARROT,600,600,600
BARWALA HISAR,CHIKOOS,4000,4000,4000
BARWALA HISAR,CORIANDER LEAVES,800,800,800
BARWALA HISAR,PADDY-BASMATI1121,1950,4027,4171
BARWALA HISAR,GUAVA,4000,4000,4000
BARWALA HISAR,LADY FINGER,4000,5000,7000
BARWALA PANCHKULA APMC,FENUGREEK (HARI METHI),300,300,300
BARWALA PANCHKULA APMC,POTATO,700,700,800
BARWALA PANCHKULA APMC,PEAS GREEN ,4000,4000,4000
BARWALA PANCHKULA APMC,RADDISH,500,500,500
BARWALA PANCHKULA APMC,GINGER,5000,5000,5000
BARWALA PANCHKULA APMC,TOMATO,700,700,1000
BARWALA PANCHKULA APMC,BRINJAL,1200,1200,1200
BARWALA PANCHKULA APMC,CAPSICUM,3000,3000,3000
BARWALA PANCHKULA APMC,CAULIFLOWER,400,600,600
BARWALA PANCHKULA APMC,FRENCH BEAN,4000,4000,4000
BARWALA PANCHKULA APMC,LEMON,8000,8000,8000
BARWALA PANCHKULA APMC,ONION,1700,1800,1800
BARWALA PANCHKULA APMC,PUMPKIN,1000,1000,1000
BARWALA PANCHKULA APMC,CORIANDAR,800,800,800
BARWALA PANCHKULA APMC,SPINACH (PALAK),300,800,800
BARWALA PANCHKULA APMC,BOTTLE GOURD,1000,1000,1500
BARWALA PANCHKULA APMC,CABBAGE,400,400,400
BARWALA PANCHKULA APMC,CARROT,1000,1000,1000
BARWALA PANCHKULA APMC,CUCUMBER,1000,1000,1600
BARWALA PANCHKULA APMC,GREEN CHILLI,4000,4000,4000
BHIWANI,PADDY,2580,3206,3958
BHIWANI,GUAR SEEDS,4212,5342,5554
BHIWANI,COTTON,710,7104,9850
BHIWANI,COTTON,6580,7104,7401
CH DADRI,PADDY-BASMATI1121,4011,4071,4071
CH DADRI,AMERICAN-COTTON,6800,6800,7410
CHHACHHRAULI,RADDISH,700,700,700
CHHACHHRAULI,TOMATO,900,900,1200
CHHACHHRAULI,BANANA OTHERS,4400,4400,4400
CHHACHHRAULI,BOTTLE GOURD,900,1200,1200
CHHACHHRAULI,CUCUMBER,1000,1100,3000
CHHACHHRAULI,ONION,2200,2200,3000
CHHACHHRAULI,PUMPKIN,800,1000,1000
CHHACHHRAULI,SPINACH (PALAK),800,800,800
CHHACHHRAULI,PEAS GREEN ,4000,4000,4000
CHHACHHRAULI,CAULIFLOWER,500,500,500
CHHACHHRAULI,FENUGREEK (HARI METHI),1000,1000,1000
CHHACHHRAULI,POTATO,800,1400,1400
DABWALI,BEETROOT,2335,2335,2335
DABWALI,WATER MELON,1200,1200,1200
DABWALI,SPRING ONION,1000,1500,1500
DABWALI,MUSTARD,5085,5405,5535
DABWALI,LADY FINGER,6106,6106,6106
DABWALI,PEAS GREEN ,3000,4000,4000
DABWALI,TINDA,500,900,1000
DABWALI,POTATO,600,818,818
DABWALI,BRINJAL,1000,1000,1000
DABWALI,AMERICAN-COTTON,7180,7200,7245
DABWALI,CAPSICUM,1500,1500,2100
DABWALI,CHIKOOS,4000,4389,6000
DABWALI,CAULIFLOWER,400,500,600
DABWALI,JACK FRUIT,3738,3738,3738
DABWALI,CUCUMBER,500,1500,2100
DABWALI,ORANGE,9330,9330,9330
DABWALI,ONION,1150,1450,1500
DABWALI,PINE APPLE,6511,6511,6511
DABWALI,CHIKOOS,4000,6000,6000
DABWALI,PUMPKIN,900,900,1000
DABWALI,MOUSAMBI,4360,4360,4360
DABWALI,GUAVA,5400,5400,5400
DABWALI,SPINACH (PALAK),600,600,600
DABWALI,GREEN CHILLI,1500,2000,5700
DABWALI,GREEN GRAM,600,600,800
DABWALI,SQUASH,400,1000,1200
DABWALI,LEMON,9451,9451,9451
DABWALI,GARLIC,8600,8600,8600
DABWALI,COCONUT,3708,3708,3708
DABWALI,TOMATO,1000,1200,1400
DABWALI,CABBAGE,400,500,500
DABWALI,APPLE,16084,16084,16084
DABWALI,CARROT,500,500,500
DABWALI,GRAPES,4600,7443,9000
DABWALI,CORIANDER LEAVES,2000,2000,4000
DABWALI,MUSK MELON,3488,3488,3488
DABWALI,GREEN CHILLI,1500,2000,3000
DABWALI,PEAR,14021,14021,14021
DABWALI,BER,1800,2500,2500
DABWALI,POTATO,600,700,800
DABWALI,GUAR SEEDS,4000,4800,4975
DABWALI,GRAPES,4600,4600,9000
DABWALI,RADDISH,500,500,1200
ELLANABAD,CARROT,500,500,700
ELLANABAD,ARBI (COLACASIA),6000,6000,6000
ELLANABAD,MUSTARD,5231,5553,5601
ELLANABAD,AMERICAN-COTTON,6700,7260,7380
ELLANABAD,POMEGRANATE,10000,12000,12000
ELLANABAD,CUCUMBER,1500,2000,2000
ELLANABAD,BARLEY (JAU),1582,1910,1910
ELLANABAD,GUAR SEEDS,4200,4980,4994
ELLANABAD,AMERICAN-COTTON,6700,7260,7380
ELLANABAD,MUSTARD,5231,5553,5601
ELLANABAD,BANANA,1100,1100,1100
ELLANABAD,LADY FINGER,5000,5000,6000
ELLANABAD,GUAR SEEDS,4200,4980,4994
ELLANABAD,GREEN GRAM LOCAL,1150,1150,1200
ELLANABAD,ONION,1300,6000,6000
ELLANABAD,CHIKOOS,3000,4500,5000
ELLANABAD,GARLIC,5500,5500,8500
ELLANABAD,PUMPKIN,800,1500,1500
ELLANABAD,GUAVA,3000,3000,3000
ELLANABAD,BITTER GOURD,1000,1000,6000
ELLANABAD,RIDGE GOURD (TURAI),500,4000,5050
ELLANABAD,MANGO RAW,5000,5000,5000
ELLANABAD,BRINJAL,500,2000,2500
ELLANABAD,TOMATO,600,1100,1600
ELLANABAD,ORANGE,4500,4500,4500
ELLANABAD,CAPSICUM,1300,1300,2000
ELLANABAD,CAULIFLOWER,400,400,700
ELLANABAD,AMERICAN-COTTON,6700,7280,7380
ELLANABAD,CORIANDER LEAVES,700,700,1800
ELLANABAD,GUAR SEEDS,4200,4865,4994
ELLANABAD,GROUND NUT,3480,3480,3480
ELLANABAD,BARLEY (JAU),1582,1910,1910
ELLANABAD,WATER MELON,2000,2000,2000
ELLANABAD,AMERICAN-COTTON,6700,7260,7380
ELLANABAD,GREEN CHILLI,2000,2500,3000
ELLANABAD,MUSTARD,5231,5553,5601
ELLANABAD,GUAR SEEDS,4200,4980,4994
ELLANABAD,LEMON,11000,11000,11000
ELLANABAD,BER,1000,1000,1000
ELLANABAD,PEAS GREEN ,1700,3000,3500
ELLANABAD,POTATO,600,800,800
ELLANABAD,GRAPES,3000,7000,7000
ELLANABAD,GINGER,3000,5000,5000
ELLANABAD,RADDISH,400,400,400
ELLANABAD,MANGO,10000,10000,10000
ELLANABAD,BOTTLE GOURD,300,500,1000
ELLANABAD,SPONGE GOURD,800,800,1000
ELLANABAD,MUSK MELON,2500,2500,2500
ELLANABAD,CABBAGE,300,300,700
FARRUKHNAGAR,PUMPKIN,1400,1400,1400
FARRUKHNAGAR,BITTER GOURD,3000,3000,3000
FARRUKHNAGAR,CARROT,1100,1100,1100
FARRUKHNAGAR,CORIANDER LEAVES,1600,1600,1600
FARRUKHNAGAR,BHINDI (LADIES FINGER),5000,5000,5000
FARRUKHNAGAR,SPINACH (PALAK),1800,1800,1800
FARRUKHNAGAR,CHILLIES,4000,4000,4000
FARRUKHNAGAR,BOTTLE GOURD,800,800,800
FARRUKHNAGAR,CAULIFLOWER,800,800,800
FARRUKHNAGAR,CUCUMBER,1100,1100,1100
FATEHABAD,PADDY-BASMATI1121,2580,3500,3500
FATEHABAD,COTTON,7130,7185,7185
FATEHABAD,PADDY-BASMATI1121,2580,3500,3500
FATEHABAD,PADDY-BASMATI1509,2600,2821,2925
GURGAON,APPLE,9000,9000,9000
GURGAON,GRAPES,7000,7855,7855
GURGAON,ORANGE,5000,6036,6036
GURGAON,WATER MELON,1258,1258,1522
GURGAON,BITTER GOURD,3000,3000,3000
GURGAON,CAPSICUM,3522,3522,3522
GURGAON,CUCUMBER,1258,1455,1455
GURGAON,ONION,1955,1955,2522
GURGAON,TINDA,2522,2522,2522
GURGAON,BER,2655,2655,2655
GURGAON,MUSK MELON,3000,3000,3000
GURGAON,POMEGRANATE,8655,9000,9000
GURGAON,PEAS GREEN ,3522,3522,3522
GURGAON,BRINJAL,1258,1258,1258
GURGAON,CAULIFLOWER,1000,1000,1000
GURGAON,BHINDI (LADIES FINGER),3855,4000,4000
GURGAON,POTATO,1000,1255,1855
HANSI,PEAS GREEN ,2500,3500,3500
HANSI,POTATO,1000,1000,3500
HANSI,PADDY-BASMATI1121,1800,3355,4180
HANSI,GINGER,4000,6000,8000
HANSI,RADDISH,1500,1500,1500
HANSI,BER,1500,2000,3000
HANSI,BOTTLE GOURD,1000,1000,1500
HANSI,SPINACH (PALAK),1000,1200,1200
HANSI,GRAPES,6000,10000,10000
HANSI,CABBAGE,400,600,600
HANSI,TOMATO,1000,1300,1500
HANSI,MUSTARD,5425,5550,5550
HANSI,KINNOW,4000,4000,4000
HANSI,MUSTARD,5425,5550,5550
HANSI,CARROT,500,600,1000
HANSI,MANGO RAW,8000,8000,8000
HANSI,ARBI (COLACASIA),10000,10000,10000
HANSI,ORANGE,6000,8000,10000
HANSI,FRENCH BEAN,6000,6000,6000
HANSI,POMEGRANATE,8000,10000,12000
HANSI,LEMON,6000,10000,10000
HANSI,MUSTARD,5425,5550,5550
HANSI,ONION,1500,1500,3500
HANSI,GARLIC,7000,7000,10000
HANSI,PUMPKIN,1000,1000,1500
HANSI,APPLE,10000,12000,12000
HANSI,MOUSAMBI,3000,3000,3500
HANSI,RIDGE GOURD (TURAI),4000,4000,4000
HANSI,CHIKOOS,3000,5000,5000
HANSI,BRINJAL,1000,1000,2000
HANSI,TINDA,400,400,600
HANSI,PADDY-BASMATI1121,1800,3355,4180
HANSI,GUAVA,5000,5000,5000
HANSI,PADDY-BASMATI1121,1800,3355,4180
HANSI,CAPSICUM,2500,3000,3000
HANSI,MANGO,9000,9000,10000
HANSI,CAULIFLOWER,400,500,600
HANSI,MUSK MELON,4000,4000,5000
HANSI,CUCUMBER,500,1500,2500
HANSI,PINE APPLE,3500,4000,4000
HANSI,LADY FINGER,6000,6000,8000
HANSI,WATER MELON,2000,2000,3000
HANSI,FENUGREEK (HARI METHI),1500,1500,1500
HASSANPUR,MUSTARD,4700,5300,5511
HASSANPUR,PADDY-BASMATI1121,4400,4400,4400
HISAR APMC,BOTTLE GOURD,600,600,600
HISAR APMC,GUAR SEEDS,4005,4500,4500
HISAR APMC,CUCUMBER,600,1500,1500
HISAR APMC,MUSTARD,5200,5401,5750
HISAR APMC,POTATO,600,700,900
HISAR APMC,TOMATO,600,700,800
HISAR APMC,COTTON,6450,7100,7200
HISAR APMC,MUSTARD,5200,5401,5750
HISAR APMC,BRINJAL,600,600,600
HISAR APMC,COTTON,6450,7100,7200
HISAR APMC,ONION,1200,1200,1500
HISAR APMC,GUAR SEEDS,4005,4500,4500
HISAR APMC,RIDGE GOURD (TURAI),2500,2500,2500
JIND,AMERICAN-COTTON,6885,6885,7365
JIND,AMERICAN-COTTON,6885,6885,7365
JIND,PADDY-BASMATI1121,3160,3560,4170
JIND,MUSTARD,5195,5775,6015
JIND,MUSTARD,5195,5775,6015
JULANA,PADDY-BASMATI1121,2720,2725,4170
JULANA,PADDY-BASMATI1121,2720,2725,4170
JULANA,PADDY-BASMATI1121,2720,2725,4170
JULANA,MUSTARD,5595,5595,5644
JULANA,PADDY-BASMATI1121,2720,2725,3781
JULANA,MUSTARD,5595,5595,5644
KAITHAL,MUSTARD,5000,5470,5470
KALANWALI,AMERICAN-COTTON,6825,7150,7205
KALANWALI,AMERICAN-COTTON,6825,7150,7205
KALANWALI,PAPAYA,3000,3000,3000
KALANWALI,GUAR SEEDS,1700,1700,4700
KALANWALI,CUCUMBER,500,1500,1500
KALANWALI,POTATO,1200,1200,1200
KALANWALI,TOMATO,1500,1500,1500
KALANWALI,GRAPES,6000,6000,6000
KALANWALI,MUSTARD,5325,5500,5650
KALANWALI,GUAR SEEDS,1700,1700,4700
KALANWALI,ONION,1500,1500,1500
KALANWALI,PUMPKIN,1000,1500,1500
KARNAL,CARROT,1000,1200,1200
KARNAL,BOTTLE GOURD,800,1000,1000
KARNAL,BANANA,2000,3000,3000
KARNAL,CUCUMBER,1000,2000,2000
KARNAL,CAPSICUM,1200,1600,4000
