APMC's,Commodity,Min Price(Price in Rs.),Modal Price(Price in Rs.),Max Price(Price in Rs.)
M. KISHANGARH,CHANA (BENGAL GRAM),4913,5099,5200
M. KISHANGARH,MOONG WHOLE (GREEN GRAM),1401,6804,6804
M. KISHANGARH,WHEAT,2400,2411,2411
M. KISHANGARH,MUSTARD,5001,5461,5581
MAHUWA MANDAWAR,BARLEY (JAU),1601,1630,1632
MAHUWA MANDAWAR,CHANA (BENGAL GRAM),4852,5000,5214
MAHUWA MANDAWAR,MUSTARD,4520,5142,5520
MAHUWA MANDAWAR,BARLEY (JAU),1630,1632,1632
MAHUWA MANDAWAR,BAJRA,2291,2311,2312
MAHUWA MANDAWAR,MUSTARD,4520,5142,5478
MAHUWA MANDAWAR,WHEAT,2565,2600,2602
MAHUWA MANDAWAR,CHANA (BENGAL GRAM),4801,5214,5214
MAHUWA MANDAWAR,BAJRA,2291,2291,2291
MAHUWA MANDAWAR,WHEAT,2595,2600,2601
MAHUWA RJ,WHEAT,2300,2300,2450
MAHUWA RJ,MUSTARD SEED,5455,5700,5700
MALPURA,WHEAT,2450,2450,2450
MALPURA,MUSTARD,5216,5490,5701
MANDAWARI,MUSTARD,4356,5278,5463
MANDAWARI,WHEAT,2013,2345,2460
MANDAWARI,CHANA (BENGAL GRAM),5012,5012,5012
MERTA CITY,GUAR SEEDS,4000,5035,5121
MERTA CITY,MUSTARD,4560,5326,5900
MERTA CITY,MOONG WHOLE (GREEN GRAM),5262,7845,7858
MERTA CITY,ISBGOL (PSYLLIUM HUSK) ,9000,11202,21540
MERTA CITY,SOUNF,6488,6488,7444
MERTA CITY,TARAMIRA,5000,5011,5011
MERTA CITY,GUAR SEEDS,4000,5035,5121
MERTA CITY,ISBGOL (PSYLLIUM HUSK) ,9000,11202,21540
MERTA CITY,TARAMIRA,4588,5011,5081
MERTA CITY,CUMMIN,16485,21548,25484
MERTA CITY,MUSTARD,4650,5326,5900
MERTA CITY,CHANA (BENGAL GRAM),4800,5014,5180
MERTA CITY,CUMMIN,16489,21548,23165
NAGAR,MUSTARD,5000,5000,5550
NAGAR,MUSTARD,5000,5570,5860
NAGOUR,GUAR SEEDS,4700,4700,4800
NAGOUR,CUMMIN,16701,20000,23000
NAGOUR,JOWAR,3000,3000,3000
NAGOUR,MUSTARD,4800,5500,5600
NAGOUR,CHANA (BENGAL GRAM),4900,4950,5000
NAGOUR,MOONG WHOLE (GREEN GRAM),6500,7800,8350
NAGOUR,SOUNF,6900,7000,8501
NAGOUR,ISBGOL (PSYLLIUM HUSK) ,9500,12500,17000
NAGOUR,TARAMIRA,5200,5200,5200
NAGOUR,CUMMIN,16701,20700,23000
NIMBAHERA,BARLEY (JAU),1840,2099,2140
NIMBAHERA,KINNOW,3301,3800,3800
NIMBAHERA,GROUND NUT,3400,4560,5052
NIMBAHERA,SOYABEANS,3681,3841,4085
NIMBAHERA,FENUGREEK (WHOLE),4000,4200,4890
NIMBAHERA,WHEAT,2302,2561,2831
NIMBAHERA,WHEAT,2710,2710,2710
NIMBAHERA,MAIZE,2170,2240,2250
NIMBAHERA,ISABGOL,11500,11500,12700
NIMBAHERA,MUSTARD,5200,5600,5660
NIMBAHERA,CHANA (BENGAL GRAM),4601,5040,5131
NIWAI,BARLEY (JAU),2000,2011,2019
NIWAI,CHANA (BENGAL GRAM),4950,5183,5215
NIWAI,BARLEY (JAU),2000,2011,2019
NIWAI,MUSTARD,5100,5600,5980
NIWAI,SOUNF,7591,7591,7591
NIWAI,MUSTARD,5000,5600,5980
NIWAI,WHEAT,2410,2435,2450
NIWAI,CHANA (BENGAL GRAM),4950,5183,5215
NIWAI,MUSTARD,5000,5600,5980
NOHAR,CASTOR SEED,5705,6011,6011
NOHAR,MOTH ,4776,4890,4890
NOHAR,MUSTARD SEED,5160,5455,5455
NOHAR,GUAR SEEDS,4700,4700,5095
NOHAR,BARLEY (JAU),1925,1940,1980
NOHAR,GUAR SEEDS,4681,4960,5115
NOHAR,BARLEY (JAU),1925,1940,1967
NOHAR,SESAME SEED,14905,14905,14905
NOHAR,MOONG WHOLE (GREEN GRAM),7400,7400,7400
NOKHA,ISBGOL (PSYLLIUM HUSK) ,10500,13000,13951
NOKHA,MUSTARD,4700,5200,5450
NOKHA,ISBGOL (PSYLLIUM HUSK) ,11000,11300,13951
NOKHA,MOTH ,4600,4700,5100
NOKHA,CUMMIN,16500,18800,21600
NOKHA,GUAR SEEDS,4750,4750,5150
NOKHA,MOONG WHOLE (GREEN GRAM),7000,7200,7200
NOKHA,FENUGREEK (HARI METHI),4950,4950,4950
NOKHA,BARLEY (JAU),3550,3550,3600
NOKHA,GROUND NUT,4800,4850,4850
NOKHA,GUAR SEEDS,4600,4800,5151
NOKHA,MOONG WHOLE (GREEN GRAM),7000,7200,7200
NOKHA,MUSTARD,4700,5150,5250
NOKHA,MOTH ,4700,4700,5100
NOKHA,CUMMIN,18500,18800,21470
PADAMPUR,GREEN GRAM,7000,7200,7200
PADAMPUR,MUSTARD,5105,5200,5336
PADAMPUR,AMERICAN-COTTON,7285,7291,7305
PADAMPUR,GUAR SEEDS,4825,4825,4941
PADAMPUR,BARLEY (JAU),1806,1815,1815
PADAMPUR,MUSTARD,5105,5200,5336
PADAMPUR,MUSTARD,5088,5200,5370
PALSANA,WHEAT,2650,2650,2650
PALSANA,BARLEY (JAU),1970,1980,2000
PALSANA,MUSTARD,5400,5400,5400
PHALODI,MUSTARD,5310,5310,5380
PHALODI,ISABGOL,10260,10340,10340
PHALODI,CUMMIN,19610,19610,19670
PHALODI,ISABGOL,10260,10310,10380
PHALODI,CUMMIN,19610,19610,19680
PHALODI,MUSTARD,5310,5310,5360
PILIBANGA,PADDY-GRADE A,2511,2511,2621
PILIBANGA,MUSTARD,5162,5350,5382
PILIBANGA,COTTON,6250,7200,7307
PILIBANGA,GUAR SEEDS,4311,4935,4971
PRATAPGARH RJ,GARLIC,2000,3200,6590
PRATAPGARH RJ,GARLIC,2000,3200,6590
PRATAPGARH RJ,SOYABEANS,2501,3565,4080
PRATAPGARH RJ,GARLIC,2000,3200,6590
PRATAPGARH RJ,ONION,390,1230,1580
PRATAPGARH RJ,CHANA (BENGAL GRAM),4800,4800,4800
RAISINGHNAGAR,AMERICAN-COTTON,6500,7340,7340
RAISINGHNAGAR,GUAR SEEDS,4790,4964,4964
RAISINGHNAGAR,MUSTARD,5000,5444,5572
RAISINGHNAGAR,MOONG WHOLE (GREEN GRAM),6301,7370,7370
RAJDHANI MANDI KUKARKHERA,BARLEY (JAU),1810,1810,2009
RAJDHANI MANDI KUKARKHERA,BARLEY (JAU),2009,2009,2009
RAJDHANI MANDI KUKARKHERA,BARLEY (JAU),1810,1810,2009
RAJSAMAND,GREEN CHILLI,1600,1650,1800
RAJSAMAND,BOTTLE GOURDE,1100,1100,1100
RAJSAMAND,FENUGREEK (HARI METHI),1100,1150,1150
RAJSAMAND,CAULIFLOWER,1600,1600,1600
RAJSAMAND,TOMATO,1600,1600,1600
RAJSAMAND,LADY FINGER,1700,1700,1700
RAJSAMAND,BOTTLE GOURDE,1100,1100,1100
RAJSAMAND,BRINJAL,1600,1600,1650
RAJSAMAND,CABBAGE,1600,1600,1650
RAJSAMAND,SPINACH (PALAK),800,900,950
RAJSAMAND,CORIANDER LEAVES,1100,1100,1150
RAJSAMAND,LADY FINGER,1700,1700,1750
RAJSAMAND,CABBAGE,1600,1600,1600
RAJSAMAND,SPINACH (PALAK),900,900,950
RAJSAMAND,CORIANDER LEAVES,1100,1100,1100
RAJSAMAND,BOTTLE GOURD,1100,1100,1150
RAJSAMAND,BRINJAL,1600,1600,1650
RAJSAMAND,CORIANDER LEAVES,1100,1100,1600
RAJSAMAND,CAULIFLOWER,1600,1650,1650
RAMGANJ MANDI,MUSTARD,5351,5562,5726
RAMGANJ MANDI,CORIANDER  WHOLE,6235,7854,16400
RAMGANJ MANDI,WHEAT,2426,2431,2501
RAMGANJ MANDI,CORIANDER  WHOLE,6785,10254,12500
RAMGANJ MANDI,CHANA (BENGAL GRAM),5029,5252,5262
RAMGANJ MANDI,CORIANDER  WHOLE,6215,7854,16400
RANI,CUMMIN,19501,19501,19501
RANI,MUSTARD,4450,5218,5516
RANI,CHANA (BENGAL GRAM),4876,4951,5068
RANI,MOONG WHOLE (GREEN GRAM),5200,6240,6240
RANI,ISABGOL,11421,12125,12125
RANI,MUSTARD,4450,5218,5516
RANI,CHANA (BENGAL GRAM),4876,4951,5068
RANI,ISABGOL,11376,12125,12125
RANI,FENUGREEK (HARI METHI),4240,4600,4683
RANI,TARAMIRA,4726,4964,4964
RANI,GUAR SEEDS,4800,4800,4851
RANI,FENUGREEK (HARI METHI),4240,4600,4683
RANI,WHEAT,2386,2386,2386
RANI,CASTOR SEED,5701,6001,6001
RANI,TARAMIRA,4726,4726,4726
RANIWARA,WHEAT,2750,2850,2850
RANIWARA,MUSTARD,4800,5300,5300
RANIWARA,CASTOR SEED,6000,6100,6100
RAWATSAR,COTTON,7350,7400,7420
RAWATSAR,COTTON,6000,7350,7560
RAWATSAR,MUSTARD,5118,5427,5576
RAWATSAR,BARLEY (JAU),1729,1891,1891
RAWATSAR,CASTOR SEED,5250,5641,5700
RAWATSAR,GUAR SEEDS,4955,4955,4955
RAWATSAR,MOTH ,4491,4500,4500
RAWLA,MUSTARD,5035,5395,5685
RAWLA,BARLEY (JAU),1700,1750,1750
RAWLA,GUAR SEEDS,4955,4955,4955
RAWLA,MUSTARD,5035,5395,5685
SANGARIYA,COTTON,5350,7443,7493
SANGARIYA,GUAR SEEDS,4530,4896,4896
SANGARIYA,MUSTARD,5213,5357,5512
SARDAR SHAHAR,WHEAT,2400,2400,2400
SARDAR SHAHAR,GUAR SEEDS,5105,5155,5205
SAWAI MADHOPUR,MUSTARD,5340,5440,5515
SAWAI MADHOPUR,MUSTARD,5335,5440,5550
SAWAI MADHOPUR,MUSTARD,5335,5440,5550
SIKAR,WATER MELON,1000,1100,1100
SIKAR,GHERKIN,500,1000,2600
SIKAR,ORANGE,4000,4000,4000
SIKAR,SPINACH (PALAK),1200,1400,1700
SIKAR,GRAPES,3500,3500,3800
SIKAR,PEAS GREEN ,1700,1800,2000
SIKAR,BRINJAL,1100,1400,1600
SIKAR,MINT LEAVES,2500,2500,3600
SIKAR,POMEGRANATE,1000,1000,1000
SIKAR,TINDA,400,600,3001
SIKAR,PAPAYA,2000,2800,3500
SIKAR,CAPSICUM,2900,3000,3000
SIKAR,GARLIC,4000,5500,6500
SIKAR,CAPSICUM,2900,4200,4200
SIKAR,POTATO,800,900,900
SIKAR,GARLIC,4000,5500,6500
SIKAR,CAULIFLOWER,500,500,1100
SIKAR,GREEN CHILLI,1600,2000,2200
SIKAR,BEANS -CLUSTER,7400,7400,7400
SIKAR,RIDGE GOURD (TURAI),1000,1300,3800
SIKAR,BOTTLE GOURDE,500,500,800
SIKAR,CUCUMBER,1300,1500,1601
SIKAR,ONION,825,1000,1400
SIKAR,GHERKIN,500,1000,2600
SIKAR,TINDA,400,700,3001
SIKAR,CABBAGE,300,400,900
SIKAR,GREEN CHILLI,1600,2000,2200
SIKAR,PUMPKIN,400,800,1300
SIKAR,ONION,800,1000,1500
SIKAR,CARROT,500,800,800
SIKAR,ONION,800,1000,1500
SIKAR,RIDGE GOURD (TURAI),1200,1300,2500
SIKAR,CHIKOOS,4000,4000,4000
SIKAR,RIDGE GOURD (TURAI),1000,1300,3800
SIKAR,BARLEY (JAU),1860,1860,1960
SIKAR,BEANS -CLUSTER,7400,7400,7400
SIKAR,PUMPKIN,400,1000,1500
SIKAR,TINDA,500,800,2000
SIKAR,KARBUJA,2000,2500,2800
SIKAR,TINDA,400,700,3001
SIKAR,PAPAYA,2000,2800,3500
SIKAR,CUCUMBER,1000,1200,1601
SIKAR,KARBUJA,2000,2500,2500
SIKAR,RIDGE GOURD (TURAI),1200,1300,3800
SIKAR,CHIKOOS,3300,4000,4000
SIKAR,POMEGRANATE,1000,4500,4500
SIKAR,BOTTLE GOURDE,500,500,800
SIKAR,GREEN CHILLI,1500,2000,2200
SIKAR,PAPAYA,2000,2000,3500
SIKAR,SPRING ONION,1400,1500,1500
SIKAR,KARBUJA,1500,2500,2800
SIKAR,CABBAGE,300,400,900
SIKAR,PEAS GREEN ,1700,2000,2000
SIKAR,TOMATO,400,900,900
SIKAR,CABBAGE,300,400,900
SIKAR,ONION,800,1000,1500
SIKAR,WATER MELON,1000,1100,1100
SIKAR,CARROT,500,800,800
SIKAR,GHERKIN,500,1000,2600
SIKAR,CAULIFLOWER,400,600,1100
SIKAR,PUMPKIN,400,1000,1500
SIKAR,BITTER GOURD,2700,2700,2700
SIKAR,CORIANDER LEAVES,2300,2300,2500
SIKAR,MINT LEAVES,2500,2800,3000
SIKAR,CUCUMBER,1000,1200,1601
SIKAR,SPINACH (PALAK),1200,1400,1700
SIKAR,BRINJAL,1100,1400,1600
SIKAR,GHERKIN,500,1000,2600
SIKAR,POTATO,900,900,900
SIKAR,GREEN CHILLI,1500,2000,2200
SIKAR,TOMATO,400,800,1000
SIKAR,CAPSICUM,2900,4200,4200
SIKAR,MINT LEAVES,2500,2800,3600
SIKAR,RADDISH,500,500,500
SIKAR,APPLE,8000,10000,11000
SIKAR,PUMPKIN,400,1000,1500
SIKAR,CAULIFLOWER,400,600,1100
SIKAR,POTATO,800,900,900
SIKAR,SPINACH (PALAK),1200,1700,1700
SIKAR,GRAPES,3800,3800,3800
SIKAR,SPINACH (PALAK),1200,1400,1700
SIKAR,KARBUJA,1500,2500,2800
SIKAR,CORIANDER LEAVES,1700,2300,2500
SIKAR,RADDISH,400,500,500
SIKAR,BARLEY (JAU),1860,1860,1960
SIKAR,TOMATO,500,900,900
SIKAR,PAPAYA,2000,2800,3500
SIKAR,TOMATO,400,600,1000
SRI DUNGARGARH,GROUND NUT,4615,4615,4615
SRI GANGANAGAR GRAIN,AMERICAN-COTTON,6970,7160,7200
SRI GANGANAGAR GRAIN,GUAR SEEDS,4012,7311,7311
SRI GANGANAGAR GRAIN,BARLEY (JAU),1718,1718,1718
SRI GANGANAGAR GRAIN,GUAR SEEDS,4012,7311,7311
SRI GANGANAGAR GRAIN,BARLEY (JAU),1718,1801,1836
SRI GANGANAGAR GRAIN,MUSTARD,5179,5381,5559
SRI GANGANAGAR GRAIN,GUAR SEEDS,4012,7311,7311
SRI MADHOPUR,BARLEY (JAU),1358,1457,2150
SRI MADHOPUR,MUSTARD,3222,5450,6939
SRI MADHOPUR,GUAR SEEDS,4502,4850,4850
SRI MADHOPUR,BAJRA-HYBRID,1648,1754,2400
SRI MADHOPUR,GROUND NUT,4251,4258,4274
SRI MADHOPUR,CHANA (BENGAL GRAM)-DESI,4528,4528,4528
SRI VIJAYNAGAR,COTTON,7346,7350,7461
SRI VIJAYNAGAR,GUAR SEEDS,4940,4940,5021
SRI VIJAYNAGAR,MUSTARD,4775,5133,5413
SRI VIJAYNAGAR,BARLEY (JAU),1470,1780,1780
SRI VIJAYNAGAR,MUSTARD,4913,5186,5413
SRIGANGANAGAR F AND V,LEMON,8000,8000,9500
SRIGANGANAGAR F AND V,CHIKOOS,5200,5200,5200
SRIGANGANAGAR F AND V,WATER MELON,1400,1400,2000
SRIGANGANAGAR F AND V,POTATO,1000,1000,1100
SRIGANGANAGAR F AND V,BRINJAL,1900,1900,1900
SRIGANGANAGAR F AND V,GARLIC,7000,7000,8000
SRIGANGANAGAR F AND V,RADDISH,2000,2000,2500
SRIGANGANAGAR F AND V,CUCUMBER,1400,1400,1400
SRIGANGANAGAR F AND V,SWEET LEMON (MOSAMBI),4000,5000,5000
SRIGANGANAGAR F AND V,CHIKOOS,5200,5200,5200
SRIGANGANAGAR F AND V,TINDA,2800,3000,3000
SRIGANGANAGAR F AND V,APPLE,11000,11000,12000
SRIGANGANAGAR F AND V,BRINJAL,1900,1900,1900
SRIGANGANAGAR F AND V,POTATO,1000,1000,1000
SRIGANGANAGAR F AND V,BOTTLE GOURD,1300,1300,1500
SRIGANGANAGAR F AND V,CHIKOOS,4000,5300,5300
SRIGANGANAGAR F AND V,CARROT,1300,1300,1300
SRIGANGANAGAR F AND V,CABBAGE,400,500,500
SRIGANGANAGAR F AND V,GUAVA,5000,5300,5500
SRIGANGANAGAR F AND V,ONION,1700,1700,1700
SRIGANGANAGAR F AND V,CARROT,1100,1100,1300
SRIGANGANAGAR F AND V,MUSK MELON,3800,3800,4500
SRIGANGANAGAR F AND V,TOMATO,1300,1300,1300
SRIGANGANAGAR F AND V,CUCUMBER,1000,1400,1400
SRIGANGANAGAR F AND V,PAPAYA,3000,3400,3400
SRIGANGANAGAR F AND V,LADY FINGER,5100,5200,5500
SRIGANGANAGAR F AND V,BANANA,3500,3500,3500
SRIGANGANAGAR F AND V,POMEGRANATE,10000,13000,13000
SRIGANGANAGAR F AND V,ONION,1700,1700,2000
SRIGANGANAGAR F AND V,PEAS GREEN ,2500,2500,2500
SRIGANGANAGAR F AND V,PEAS GREEN ,2500,2500,2500
SRIGANGANAGAR F AND V,PUMPKIN,1200,1300,1300
SRIGANGANAGAR F AND V,CABBAGE,400,500,500
SRIGANGANAGAR F AND V,GINGER,4000,4000,4300
SRIGANGANAGAR F AND V,BANANA,3500,3500,3500
SRIGANGANAGAR F AND V,SPONGE GOURD,4500,4500,4500
SRIGANGANAGAR F AND V,ONION,1700,1700,1700
SRIGANGANAGAR F AND V,BITTER GOURD,3300,4500,4500
SRIGANGANAGAR F AND V,PEAS GREEN ,2500,2500,2500
SRIGANGANAGAR F AND V,TOMATO,1000,1300,1300
SRIGANGANAGAR F AND V,BANANA,3200,3200,3500
SRIGANGANAGAR F AND V,CABBAGE,400,400,400
SRIGANGANAGAR F AND V,TOMATO,1300,1300,1300
SRIGANGANAGAR F AND V,BRINJAL,1600,1900,11600
SRIGANGANAGAR F AND V,GRAPES,7200,7200,8000
SRIGANGANAGAR F AND V,CUCUMBER,1400,1400,1400
SRIGANGANAGAR F AND V,CAPSICUM,2200,2500,2500
SRIGANGANAGAR F AND V,MANGO,15000,15500,15500
SRIGANGANAGAR F AND V,POTATO,1000,1000,1000
SRIGANGANAGAR F AND V,CAULIFLOWER,500,500,600
SRIGANGANAGAR F AND V,ORANGE,7000,8500,8500
SRIGANGANAGAR F AND V,GREEN CHILLI,2600,3000,3200
SRIGANGANAGAR F AND V,PINE APPLE,5800,5800,7000
SRIKARANPUR,COTTON,7301,7316,7316
SRIKARANPUR,GUAR SEEDS,4750,5000,5000
SRIKARANPUR,MUSTARD,3300,5536,5625
SRIKARANPUR,MOONG WHOLE (GREEN GRAM),2700,5900,6100
SUJANGARH,GREEN GRAM LOCAL,7500,7500,7500
SUJANGARH,GUAR SEEDS,5000,5000,5000
SUMERGANJ,MUSTARD,5251,5400,5451
SUMERGANJ,WHEAT,2370,2370,2370
SUMERGANJ,MUSTARD,5300,5325,5395
SUMERGANJ,MUSTARD,5251,5400,5451
SUMERGANJ,CHANA (BENGAL GRAM),5100,5100,5100
SUMERPUR,CASTOR SEED,6100,6145,6158
SUMERPUR,TARAMIRA,4950,4950,4952
SUMERPUR,WHEAT,2440,2541,2681
SUMERPUR,MUSTARD,5491,5491,5501
SUMERPUR,CHANA (BENGAL GRAM),5010,5011,5041
SURAJGARH,MUSTARD,5500,5500,5500
SURATGARH,BARLEY (JAU),1631,1770,1821
SURATGARH,COTTON,7225,7280,7305
SURATGARH,GUAR SEEDS,4880,5001,5025
SURATGARH,WHEAT,2681,2681,2681
SURATGARH,MUSTARD,5218,5331,5516
TONK,MUSTARD,4509,5586,5646
TONK,MUSTARD,4509,5586,5610
TONK,WHEAT,2411,2411,2480
TONK,CHANA (BENGAL GRAM),5000,5051,5075
TONK,BARLEY (JAU),1900,1900,1935
TONK,MUSTARD,4509,5591,5646
UDAIPUR F AND V,CARROT,1000,1100,1100
UDAIPUR F AND V,MANGO RAW,3000,3000,4000
UDAIPUR F AND V,BEANS -CLUSTER,4250,4500,6500
UDAIPUR F AND V,PAPAYA,1500,1500,1500
UDAIPUR F AND V,CUCUMBER,1000,1500,3000
UDAIPUR F AND V,POMEGRANATE,3000,3000,7000
UDAIPUR F AND V,LADY FINGER,2500,2500,4000
UDAIPUR F AND V,PEAS GREEN ,2000,2000,2000
UDAIPUR F AND V,ONION,1000,1000,2000
UDAIPUR F AND V,GINGER,2000,2000,3000
UDAIPUR F AND V,BITTER GOURD,2500,2500,3000
UDAIPUR F AND V,TINDA,2500,2500,4000
UDAIPUR F AND V,APPLE,3000,3000,3000
UDAIPUR F AND V,BRINJAL,1000,1250,1500
UDAIPUR F AND V,CHIKOOS,2000,2000,2000
UDAIPUR F AND V,CAPSICUM,1500,1500,1500
UDAIPUR F AND V,GUAVA,1500,1500,1500
UDAIPUR F AND V,CAULIFLOWER,1000,2200,2200
UDAIPUR F AND V,ORANGE,1000,1750,2500
UDAIPUR F AND V,ARBI (COLACASIA),3000,3000,3000
UDAIPUR F AND V,PINE APPLE,2500,2500,2500
UDAIPUR F AND V,GREEN CHILLI,1000,1500,2000
UDAIPUR F AND V,WATER MELON,800,800,1000
UDAIPUR F AND V,MINT LEAVES,1000,1000,1000
UDAIPUR F AND V,GARLIC,4000,4000,4000
UDAIPUR F AND V,POTATO,800,800,1200
UDAIPUR F AND V,BEETROOT,1000,1500,1500
UDAIPUR F AND V,COCONUT,10,10,30
UDAIPUR F AND V,BOTTLE GOURD,600,800,800
UDAIPUR F AND V,TOMATO,500,650,800
UDAIPUR F AND V,BANANA,2700,2700,2700
UDAIPUR F AND V,CABBAGE,400,500,500
UDAIPUR F AND V,GRAPES,2000,2500,4000
UNIYARA,BENGAL GRAM LOCAL,4972,5092,5092
UNIYARA,MUSTARD,5340,5357,5357
UNIYARA,BENGAL GRAM LOCAL,4972,5092,5096
UNIYARA,MUSTARD,5340,5520,5520
UNIYARA,BENGAL GRAM LOCAL,4972,5035,5035
UNIYARA,MUSTARD,5084,5555,5604
ADAMANGALAM PUDHUR,PADDY RNR (TN),2168,2182,2292
AMMOOR,PADDY(75 KG),1746,2052,2492
AMMOOR,PADDY(75 KG),1746,2052,2492
ANAIMALAI,COPRA,12520,15410,18280
ANDIMADAM,GINGELLY_80 KG(TN),9164,13399,13399
ANDIMADAM,PADDY(75 KG),1824,1824,1824
ANDIMADAM,BAJRA,2550,2550,2550
ANDIMADAM,GROUNDNUT KERNEL_80 KG(TN),6375,9332,10024
ANDIMADAM,URAD (BLACK GRAM),6511,6511,6511
ANTHIYUR,ARHAR WHOLE / TUR (RED GRAM),2189,5869,6429
ANTHIYUR,MOTH ,8229,8229,8229
ANTHIYUR,HORSE GRAM (WHOLE),3019,4569,4569
ANTHIYUR,BROAD BEANS,3515,3515,3515
ARANI,PADDY(75 KG),1842,2012,2479
ARANI,PADDY(75 KG),1852,2012,2479
ARANI,PADDY(75 KG),1842,2012,2479
AVALURPET,PADDY(75 KG),1642,2026,2467
AVALURPET,MOONG WHOLE (GREEN GRAM),5689,6789,7039
AVALURPET,COWPEA RED,3621,6741,6741
AVALURPET,DRY CHILLY_10 KG(TN),3210,25290,28690
AVALURPET,GROUNDNUT KERNEL_80 KG(TN),5262,8212,9222
AVALURPET,MOTH ,6869,9869,9869
AVALURPET,URAD (BLACK GRAM),6769,7421,7421
BOOTHAPADI,COPRA,12790,17909,18089
BUDALUR,TAPIOCA,300,300,300
CHENGAM,PADDY RNR (TN),2279,2430,2430
CHETPET,GROUNDNUT KERNEL_80 KG(TN),9225,9225,9225
CHETPET,GREEN GRAM,6111,6111,6111
CHETPET,DRY CHILLY_10 KG(TN),4750,26640,27240
CHETPET,PADDY(75 KG),1244,2492,2999
CHETPET,URAD (BLACK GRAM),7169,7349,7369
CHEYYAR,GROUNDNUT KERNEL_80 KG(TN),8762,8778,8799
CHEYYAR,URAD (BLACK GRAM),6092,7077,7209
CHEYYAR,COWPEA RED,7146,7146,7146
CHEYYAR,GINGELLY_80 KG(TN),11678,11678,12750
CHEYYAR,PADDY(75 KG),1763,2002,2378
CHEYYAR,CHILLIES,6600,26902,27200
CHEYYAR,PADDY(75 KG),1763,2002,2378
CHEYYAR,COPRA,10100,11200,13200
CHEYYAR,GINGELLY_80 KG(TN),12750,12750,12750
CHINNASALEM,MAIZE,2356,2365,2365
CHINNASALEM,KODO MILLET,2160,2160,2160
COIMBATORE,TOMATO,600,600,600
CUDDALORE OT,URAD (BLACK GRAM),7200,7200,7200
CUDDALORE OT,PADDY(75 KG),1870,1870,1870
CUDDALORE OT,GROUNDNUT KERNEL_80 KG(TN),9337,9770,9770
CUMBUM,MAIZE,2500,2530,2530
DESUR,PADDY PONNI(TN),2094,2334,2520
DESUR,PADDY CO 51(TN),1895,2032,2095
DESUR,PADDY RNR (TN),1894,2043,2482
DESUR,PADDY ADT-37(TN),1960,2207,2207
DESUR,PADDY RNR (TN),1894,2014,2482
DINDIGUL,COCONUT,11,11,11
ELUMATHUR,COPRA,14950,14950,14950
ELUMATHUR,COPRA,14950,14950,14950
GINGEE,COPRA_80 KG(TN),11000,11000,11000
GINGEE,GROUNDNUT KERNEL_80 KG(TN),5762,9549,9549
GINGEE,GREEN GRAM,6833,7066,7066
GINGEE,MOTH ,1519,9733,9733
GINGEE,CUMBU-HYBRID ,2556,2556,2556
GINGEE,GINGELLY_80 KG(TN),10999,12674,13299
GINGEE,MOTH ,1519,9733,9733
GINGEE,URAD (BLACK GRAM),2000,7009,7599
GINGEE,PADDY(75 KG),1732,2292,3480
GOPAL PATTI,BOTTLE GOURDE,200,200,200
GUDIYATHAM,PADDY RNR (TN),1467,1600,1667
HARUR,COTTON,2719,7169,7200
HARUR,COTTON,2819,7169,7169
JEYANKONDAM,URAD (BLACK GRAM),3240,3240,3240
JEYANKONDAM,GROUNDNUT KERNEL_80 KG(TN),2890,9812,13200
JEYANKONDAM,GROUNDNUT KERNEL_80 KG(TN),2890,9812,89583
JEYANKONDAM,CORIANDAR,3800,3800,3800
JEYANKONDAM,GINGELLY_80 KG(TN),6347,14325,14725
JEYANKONDAM,GINGELLY_80 KG(TN),6347,14325,14725
KALAVAI,PADDY(75 KG),1336,1896,2026
KALAVAI,PADDY(75 KG),1336,1910,2852
KALAVAI,PADDY(75 KG),1336,1910,2852
KALLAKURICHI,MAIZE,2369,2399,2419
KALLAKURICHI,GINGELLY_80 KG(TN),7999,12924,12924
KALLAKURICHI,URAD (BLACK GRAM),4810,7399,7777
KALLAKURICHI,BAJRA,2459,2729,2729
KALLAKURICHI,RAGI,3069,3069,3069
KALLAKURICHI,GROUNDNUT KERNEL_80 KG(TN),10127,10127,10127
KILPENNATHUR,GREEN GRAM,5400,6600,8330
KILPENNATHUR,DRY CHILLY_10 KG(TN),2190,32590,32590
KILPENNATHUR,MAIZE,2289,2309,2336
KILPENNATHUR,PADDY(75 KG),1807,1942,2226
KILPENNATHUR,URAD (BLACK GRAM),6439,7329,7650
KILPENNATHUR,GROUNDNUT KERNEL_80 KG(TN),8212,8949,9312
KODUMUDI,GINGILY (SESAME SEED)- BLACK,7009,14472,19272
KODUMUDI,GINGILY (SESAME SEEDS) - RED,11509,14772,18619
